timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-01T10:46:43,TP_Green_Software,205d3a4d-34b9-4739-a67e-ee10c75795cc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,40.00285520000034,0.0005114716330069,1.2785878169190866e-05,120.0,0.0,10.0,0.0013333338800012,0.0,0.0001110809738886,0.0014444148538899,Argentina,ARG,,,,Windows-11-10.0.26100-SP0,3.13.7,3.0.4,16,AMD Ryzen 7 7730U with Radeon Graphics,,,,,15.403522491455078,machine,N,1.0
2025-09-02T19:20:05,TP_Green_Software,51ba8f98-979f-4782-8204-aa1fc388d1f5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,30.008084399974905,0.0003836848698658324,1.2786050077430242e-05,120.0,0.0,10.0,0.0010002249866627,0.0,8.331531055543262e-05,0.0010835402972181325,Argentina,ARG,,,,Windows-11-10.0.26100-SP0,3.13.7,3.0.4,16,AMD Ryzen 7 7730U with Radeon Graphics,,,,,15.403522491455078,machine,N,1.0
